ride_name,ride_id,bike,ride_distance,ride_moving_time,ride_elapsed_time,ride_elevation_gain,ride_start_time,segment_id
Trying out the bike/back,674942799,,22949.90 m,0 days 01:11:14.000000000,0 days 01:16:34.000000000,235.90 m,2016-08-13 13:33:20,1651616
Trying out the bike/back,674942799,,22949.90 m,0 days 01:11:14.000000000,0 days 01:16:34.000000000,235.90 m,2016-08-13 13:33:20,1815492
Trying out the bike/back,674942799,,22949.90 m,0 days 01:11:14.000000000,0 days 01:16:34.000000000,235.90 m,2016-08-13 13:33:20,6895587
Trying out the bike/back,674942799,,22949.90 m,0 days 01:11:14.000000000,0 days 01:16:34.000000000,235.90 m,2016-08-13 13:33:20,2521344
Trying out the bike/back,674942799,,22949.90 m,0 days 01:11:14.000000000,0 days 01:16:34.000000000,235.90 m,2016-08-13 13:33:20,2502566
Trying out the bike/back,674942799,,22949.90 m,0 days 01:11:14.000000000,0 days 01:16:34.000000000,235.90 m,2016-08-13 13:33:20,13044241
Trying out the bike/back,674942799,,22949.90 m,0 days 01:11:14.000000000,0 days 01:16:34.000000000,235.90 m,2016-08-13 13:33:20,4200581
Trying out the bike/back,674942799,,22949.90 m,0 days 01:11:14.000000000,0 days 01:16:34.000000000,235.90 m,2016-08-13 13:33:20,15282050
Trying out the bike/back,674942799,,22949.90 m,0 days 01:11:14.000000000,0 days 01:16:34.000000000,235.90 m,2016-08-13 13:33:20,16138764
Trying out the bike/back,674942799,,22949.90 m,0 days 01:11:14.000000000,0 days 01:16:34.000000000,235.90 m,2016-08-13 13:33:20,5124724
Trying out the bike/back,674942799,,22949.90 m,0 days 01:11:14.000000000,0 days 01:16:34.000000000,235.90 m,2016-08-13 13:33:20,2502557
Trying out the bike/back,674942799,,22949.90 m,0 days 01:11:14.000000000,0 days 01:16:34.000000000,235.90 m,2016-08-13 13:33:20,2041255
Trying out the bike/back,674942799,,22949.90 m,0 days 01:11:14.000000000,0 days 01:16:34.000000000,235.90 m,2016-08-13 13:33:20,18222912
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,728258
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,4068829
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,11717240
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,5290882
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,3460265
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,923534
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,1493272
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,1247512
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,10384856
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,4182582
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,13410557
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,9907148
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,1136073
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,10805991
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,5432373
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,8614100
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,12082895
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,10922401
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,12421583
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,7974407
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,4869410
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,2344388
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,2509033
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,641816
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,7723664
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,8327275
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,4749119
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,2449247
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,1435695
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,10498784
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,11604917
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,7351286
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,7083447
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,10474641
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,10632705
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,15527867
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,5848712
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,17024907
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,7943377
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,3601830
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,4698364
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,10218036
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,10405058
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,12257560
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,7232555
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,16299561
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,11301603
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,8042594
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,8053868
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,5393622
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,2305547
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,5285588
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,11915223
To Denver with no trailer ,684281198,,46234.20 m,0 days 02:03:15.000000000,0 days 02:45:53.000000000,161.70 m,2016-08-21 11:15:12,11915224
Just like riding a bike (1st post surgery ride),901797521,,5186.10 m,0 days 00:36:40.000000000,0 days 00:44:24.000000000,38.50 m,2017-03-15 16:32:05,21521031
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,1974679
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,1679362
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,8885371
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,10266845
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,4239659
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,4239657
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,4239650
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,4239653
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,1526002
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,8820681
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,7452298
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,21714993
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,12183325
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,1323311
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,13147337
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,6901341
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,5755662
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,4860707
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,10824394
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,13358529
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,11523280
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,18249326
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,10080130
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,8807631
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,6193716
On a bike for reals!,905417700,,22611.30 m,0 days 01:11:13.000000000,0 days 01:12:58.000000000,70.10 m,2017-03-18 15:40:27,6193716
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,645253
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,691298
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,2467847
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,1275341
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,6856472
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,691299
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,5370391
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,9724153
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,9724183
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,17632758
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,5370391
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,9724153
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,9724183
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,17632758
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,5418599
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,2811115
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,17408345
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,2117477
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,7123251
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,19366755
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,5418599
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,2811115
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,17408345
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,2117477
Back + Bike + Dirt = Happy,914527116,,19500.40 m,0 days 01:41:23.000000000,0 days 02:40:21.000000000,334.20 m,2017-03-25 15:33:50,7123251
Ash and Fruita,915881310,,6155.30 m,0 days 00:41:57.000000000,0 days 01:04:13.000000000,0.00 m,2017-03-26 11:32:13,2080165
Ash and Fruita,915881310,,6155.30 m,0 days 00:41:57.000000000,0 days 01:04:13.000000000,0.00 m,2017-03-26 11:32:13,864777
Ash and Fruita,915881310,,6155.30 m,0 days 00:41:57.000000000,0 days 01:04:13.000000000,0.00 m,2017-03-26 11:32:13,4509724
Ash and Fruita,915881310,,6155.30 m,0 days 00:41:57.000000000,0 days 01:04:13.000000000,0.00 m,2017-03-26 11:32:13,8880957
Ash and Fruita,915881310,,6155.30 m,0 days 00:41:57.000000000,0 days 01:04:13.000000000,0.00 m,2017-03-26 11:32:13,15651080
Ash and Fruita,915881310,,6155.30 m,0 days 00:41:57.000000000,0 days 01:04:13.000000000,0.00 m,2017-03-26 11:32:13,1446580
Ash and Fruita,915881310,,6155.30 m,0 days 00:41:57.000000000,0 days 01:04:13.000000000,0.00 m,2017-03-26 11:32:13,2562231
Ash and Fruita,915881310,,6155.30 m,0 days 00:41:57.000000000,0 days 01:04:13.000000000,0.00 m,2017-03-26 11:32:13,9107155
Ash and Fruita,915881310,,6155.30 m,0 days 00:41:57.000000000,0 days 01:04:13.000000000,0.00 m,2017-03-26 11:32:13,7022871
Ash and Fruita,915881310,,6155.30 m,0 days 00:41:57.000000000,0 days 01:04:13.000000000,0.00 m,2017-03-26 11:32:13,6759885
Ash and Fruita,915881310,,6155.30 m,0 days 00:41:57.000000000,0 days 01:04:13.000000000,0.00 m,2017-03-26 11:32:13,2577525
Slick Ash,918341637,,4198.90 m,0 days 00:44:21.000000000,0 days 01:08:06.000000000,33.40 m,2017-03-28 10:59:14,8514359
Slick Ash,918341637,,4198.90 m,0 days 00:44:21.000000000,0 days 01:08:06.000000000,33.40 m,2017-03-28 10:59:14,8187500
Slick Ash,918341637,,4198.90 m,0 days 00:44:21.000000000,0 days 01:08:06.000000000,33.40 m,2017-03-28 10:59:14,698024
Slick Ash,918341637,,4198.90 m,0 days 00:44:21.000000000,0 days 01:08:06.000000000,33.40 m,2017-03-28 10:59:14,21252040
Slick Ash,918341637,,4198.90 m,0 days 00:44:21.000000000,0 days 01:08:06.000000000,33.40 m,2017-03-28 10:59:14,12848203
Slick Ash,918341637,,4198.90 m,0 days 00:44:21.000000000,0 days 01:08:06.000000000,33.40 m,2017-03-28 10:59:14,3936762
Slick Ash,918341637,,4198.90 m,0 days 00:44:21.000000000,0 days 01:08:06.000000000,33.40 m,2017-03-28 10:59:14,4093334
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,10346995
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,625217
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,12724065
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,728749
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,1084617
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,666376
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,10618118
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,8428076
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,8428040
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,8195821
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,2309895
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,7474572
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,9479906
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,8361745
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,7474581
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,8394824
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,15353899
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,7474586
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,7979976
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,8361757
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,901973
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,8361752
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,20074202
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,797336
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,10326380
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,975550
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,20412380
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,836199
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,9473510
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,7355705
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,801106
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,11459696
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,1913917
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,4800060
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,6364390
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,836435
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,4800328
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,4456107
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,11709531
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,11459707
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,6279369
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,1287772
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,8402477
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,1208894
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,18048345
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,3423081
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,20701734
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,1508053
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,1799354
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,22032380
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,9658036
Hello CA!,933631269,,23704.50 m,0 days 02:03:23.000000000,0 days 02:12:57.000000000,600.40 m,2017-04-08 10:46:34,11914144
"10 months, 14 days ",942187868,,10594.70 m,0 days 01:20:02.000000000,0 days 01:27:59.000000000,363.90 m,2017-04-14 11:24:15,645355
"10 months, 14 days ",942187868,,10594.70 m,0 days 01:20:02.000000000,0 days 01:27:59.000000000,363.90 m,2017-04-14 11:24:15,9322510
